"Paragraf ";"Název ";"Skupina ";"Oddíl ";"Podddíl ";"Od ";"Do "
"4350";"Domovy pro seniory";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.2013";"31.12.9999"
"4351";"Osobní asistence, pečovatelská služba a podpora samostatného bydlení";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4352";"Tísňová péče";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4353";"Průvodcovské a předčitatelské služby";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4354";"Chráněné bydlení";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4355";"Týdenní stacionáře";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4356";"Denní stacionáře a centra denních služeb";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4357";"Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4358";"Sociální služby poskytované ve zdravotnických zařízeních ústavní péče";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4359";"Ostatní služby a činnosti v oblasti sociální péče";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální péče";"1.1.1900";"31.12.9999"
"4361";"Činnost ústředního orgánu státní správy v sociálním zabezpečení, politice zaměstnanosti a rodinné politice";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Správa v sociálním zabezpečení a politice zaměstnanosti";"1.1.1900";"31.12.9999"
"4362";"Činnost ostatních orgánů státní správy v sociálním zabezpečení";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Správa v sociálním zabezpečení a politice zaměstnanosti";"1.1.1900";"31.12.9999"
"4363";"Ostatní orgány státní správy v oblasti politiky zaměstnanosti";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Správa v sociálním zabezpečení a politice zaměstnanosti";"1.1.1900";"31.12.9999"
"4369";"Ostatní správa v sociálním zabezpečení a politice zaměstnanosti";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Správa v sociálním zabezpečení a politice zaměstnanosti";"1.1.1900";"31.12.9999"
"4371";"Raná péče a sociálně aktivizační služby pro rodiny s dětmi";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4372";"Krizová pomoc";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4373";"Domy na půl cesty";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4374";"Azylové domy, nízkoprahová denní centra a noclehárny";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4375";"Nízkoprahová zařízení pro děti a mládež";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4376";"Služby následné péče, terapeutické komunity a kontaktní centra";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4377";"Sociálně terapeutické dílny";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4378";"Terénní programy";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4379";"Ostatní služby a činnosti v oblasti sociální prevence";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Služby sociální prevence";"1.1.1900";"31.12.9999"
"4380";"Výzkum v sociálním zabezpečení a politice zaměstnanosti";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Výzkum v sociálním zabezpečení a politice zaměstnanosti";"1.1.1900";"31.12.9999"
"4391";"Mezinárodní spolupráce v sociálním zabezpečení a podpoře zaměstnanosti";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"4392";"Inspekce poskytování sociálních služeb";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"4399";"Ostatní záležitosti sociálních věcí a politiky zaměstnanosti";"Sociální věci a politika zaměstnanosti";"Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"5111";"Armáda";"Bezpečnost státu a právní ochrana";"Obrana";"Vojenská obrana";"1.1.1900";"31.12.9999"
"5112";"Ostatní ozbrojené síly";"Bezpečnost státu a právní ochrana";"Obrana";"Vojenská obrana";"1.1.1900";"31.12.9999"
"5113";"Bezpečnostní složky ozbrojených sil";"Bezpečnost státu a právní ochrana";"Obrana";"Vojenská obrana";"1.1.1900";"31.12.9999"
"5119";"Podpůrné složky ozbrojených sil";"Bezpečnost státu a právní ochrana";"Obrana";"Vojenská obrana";"1.1.1900";"31.12.9999"
"5161";"Činnost ústředního orgánu státní správy ve vojenské obraně";"Bezpečnost státu a právní ochrana";"Obrana";"Státní správa ve vojenské obraně";"1.1.1900";"31.12.9999"
"5162";"Činnost ostatních orgánů státní správy ve vojenské obraně";"Bezpečnost státu a právní ochrana";"Obrana";"Státní správa ve vojenské obraně";"1.1.1900";"31.12.9999"
"5169";"Ostatní správa ve vojenské obraně";"Bezpečnost státu a právní ochrana";"Obrana";"Státní správa ve vojenské obraně";"1.1.1900";"31.12.9999"
"5171";"Zabezpečení potřeb ozbrojených sil";"Bezpečnost státu a právní ochrana";"Obrana";"Zabezpečení potřeb ozbrojených sil";"1.1.1900";"31.12.9999"
"5172";"Operační příprava státního území";"Bezpečnost státu a právní ochrana";"Obrana";"Zabezpečení potřeb ozbrojených sil";"1.1.1900";"31.12.9999"
"5179";"Ostatní činnosti pro zabezpečení potřeb ozbrojených sil";"Bezpečnost státu a právní ochrana";"Obrana";"Zabezpečení potřeb ozbrojených sil";"1.1.1900";"31.12.9999"
"5180";"Výzkum a vývoj v oblasti obrany";"Bezpečnost státu a právní ochrana";"Obrana";"Výzkum a vývoj v oblasti obrany";"1.1.1900";"31.12.9999"
"5191";"Mezinárodní spolupráce v obraně";"Bezpečnost státu a právní ochrana";"Obrana";"Ostatní záležitosti obrany";"1.1.1900";"31.12.9999"
"5192";"Zahraniční vojenská pomoc";"Bezpečnost státu a právní ochrana";"Obrana";"Ostatní záležitosti obrany";"1.1.1900";"31.12.9999"
"5199";"Ostatní záležitosti obrany";"Bezpečnost státu a právní ochrana";"Obrana";"Ostatní záležitosti obrany";"1.1.1900";"31.12.9999"
"5211";"Civilní ochrana-vojenská část";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ochrana obyvatelstva";"1.1.1900";"31.12.9999"
"5212";"Ochrana obyvatelstva";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ochrana obyvatelstva";"1.1.1900";"31.12.9999"
"5219";"Ostatní záležitosti ochrany obyvatelstva";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ochrana obyvatelstva";"1.1.1900";"31.12.9999"
"5220";"Hospodářská opatření pro krizové stavy";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Hospodářská opatření pro krizové stavy";"1.1.1900";"31.12.9999"
"5261";"Státní správa v oblasti hospodářských opatření pro krizové stavy a v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Státní správa v oblasti hospodářských opatření";"1.1.1900";"31.12.9999"
"5262";"Činnost ostatních orgánů státní správy v oblasti civilního nouzového hospodářství";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Státní správa v oblasti hospodářských opatření";"1.1.1900";"31.12.9999"
"5269";"Ostatní správa v oblasti hospodářských opatření pro krizové stavy";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Státní správa v oblasti hospodářských opatření";"1.1.1900";"31.12.9999"
"5271";"Činnost orgánů krizového řízení na ústřední úrovni a dalších správních úřadů v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Krizové řízení";"1.1.1900";"31.12.9999"
"5272";"Činnost orgánů krizového řízení na územní úrovni a dalších územních správních úřadů v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Krizové řízení";"1.1.1900";"31.12.9999"
"5273";"Ostatní správa v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Krizové řízení";"1.1.1900";"31.12.9999"
"5274";"Podpora krizového řízení a nouzového plánování";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Krizové řízení";"1.1.1900";"31.12.9999"
"5279";"Záležitosti krizového řízení jinde nezařazené";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Krizové řízení";"1.1.1900";"31.12.9999"
"5281";"Výzkum a vývoj v oblasti ochrany obyvatelstva";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Výzkum a vývoj v oblasti civilní připravenosti na krizové stavy";"1.1.1900";"31.12.9999"
"5289";"Výzkum a vývoj v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Výzkum a vývoj v oblasti civilní připravenosti na krizové stavy";"1.1.1900";"31.12.9999"
"5291";"Mezinárodní spolupráce v oblasti krizového řízení";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ostatní záležitosti civilní připravenosti pro krizové stavy";"1.1.1900";"31.12.9999"
"5292";"Poskytnutí vzájemné zahraniční pomoci podle mezinárodních smluv";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ostatní záležitosti civilní připravenosti pro krizové stavy";"1.1.1900";"31.12.9999"
"5299";"Ostatní záležitosti civilní připravenosti na krizové stavy";"Bezpečnost státu a právní ochrana";"Civilní připravenost na krizové stavy";"Ostatní záležitosti civilní připravenosti pro krizové stavy";"1.1.1900";"31.12.9999"
"5311";"Bezpečnost a veřejný pořádek";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Bezpečnost a veřejný pořádek";"1.1.1900";"31.12.9999"
"5316";"Činnost ústředního orgánu státní správy v oblasti bezpečnosti a veřejného pořádku";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Bezpečnost a veřejný pořádek";"1.1.1900";"31.12.9999"
"5317";"Hraniční přechody";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Bezpečnost a veřejný pořádek";"1.1.1900";"31.12.9999"
"5319";"Ostatní záležitosti bezpečnosti a veřejného pořádku";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Bezpečnost a veřejný pořádek";"1.1.1900";"31.12.9999"
"5380";"Výzkum týkající se bezpečnosti a veřejného pořádku";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Výzkum týkající se bezpečnosti a veřejného pořádku";"1.1.1900";"31.12.9999"
"5391";"Mezinárodní spolupráce v oblasti bezpečnosti a veřejného pořádku";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Ostatní záležitosti bezpečnosti a veřejného pořádku";"1.1.1900";"31.12.9999"
"5399";"Ostatní záležitosti bezpečnosti,veřejného pořádku";"Bezpečnost státu a právní ochrana";"Bezpečnost a veřejný pořádek";"Ostatní záležitosti bezpečnosti a veřejného pořádku";"1.1.1900";"31.12.9999"
"5410";"Ústavní soud";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Ústavní soudnictví";"1.1.1900";"31.12.9999"
"5420";"Soudy";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Soudnictví";"1.1.1900";"31.12.9999"
"5430";"Státní zastupitelství";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Státní zastupitelství";"1.1.1900";"31.12.9999"
"5441";"Činnost Generálního ředitelství Vězeňské služby a věznic";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Vězeňství";"1.1.1900";"31.12.9999"
"5442";"Ostatní správa ve vězeňství";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Vězeňství";"1.1.1900";"31.12.9999"
"5449";"Ostatní záležitosti vězeňství";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Vězeňství";"1.1.1900";"31.12.9999"
"5450";"Činnost probační a mediační služby";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Probační a mediační služba";"1.1.1900";"31.12.9999"
"5461";"Činnost ústředního orgánu státní správy v oblasti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Správa v oblasti právní ochrany";"1.1.1900";"31.12.9999"
"5462";"Činnost ostatních orgánů státní správy v oblasti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Správa v oblasti právní ochrany";"1.1.1900";"31.12.9999"
"5469";"Ostatní správa v oblasti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Správa v oblasti právní ochrany";"1.1.1900";"31.12.9999"
"5470";"Kancelář Veřejného ochránce práv";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Veřejná ochrana";"1.1.1900";"31.12.9999"
"5471";"Kancelář finančního arbitra";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Veřejná ochrana";"1.1.2012";"31.12.9999"
"5480";"Výzkum v oblasti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Výzkum v oblasti právní ochrany";"1.1.1900";"31.12.9999"
"5491";"Mezinárodní spolupráce v oblasti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Ostatní záležitosti právní ochrany";"1.1.1900";"31.12.9999"
"5499";"Ostatní záležitosti právní ochrany";"Bezpečnost státu a právní ochrana";"Právní ochrana";"Ostatní záležitosti právní ochrany";"1.1.1900";"31.12.9999"
"5511";"Požární ochrana - profesionální část";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Požární ochrana";"1.1.1900";"31.12.9999"
"5512";"Požární ochrana - dobrovolná část";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Požární ochrana";"1.1.1900";"31.12.9999"
"5517";"Vzdělávací a technická zařízení požární ochrany";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Požární ochrana";"1.1.1900";"31.12.9999"
"5519";"Ostatní záležitosti požární ochrany";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Požární ochrana";"1.1.1900";"31.12.9999"
"5521";"Operační a informační střediska integrovaného záchranného systému.";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní složky a činnosti integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"5522";"Ostatní činnosti v integrovaném záchranném systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní složky a činnosti integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"5529";"Ostatní složky a činnosti integrovaného záchranného systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní složky a činnosti integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"5561";"Činnost ústředního orgánu státní správy v požární ochraně";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Státní správa v požární ochraně a intergovaném záchranném systému";"1.1.1900";"31.12.9999"
"5562";"Činnost ústředních orgánů státní správy v integrovaném záchranném systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Státní správa v požární ochraně a intergovaném záchranném systému";"1.1.1900";"31.12.9999"
"5563";"Činnost ostatních orgánů státní správy v integrovaném záchranném systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Státní správa v požární ochraně a intergovaném záchranném systému";"1.1.1900";"31.12.9999"
"5580";"Výzkum a vývoj v požární ochraně a integrovaném záchranném systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Výzkum a vývoj v požární ochraně a integrovaném záchranném systému";"1.1.1900";"31.12.9999"
"5591";"Mezinárodní spolupráce v oblasti požární ochrany a integrovaném záchranném systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní záležitosti požární ochrany a integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"5592";"Poskytnutí vzájemné zahraniční pomoci podle mezinárodních smluv";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní záležitosti požární ochrany a integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"5599";"Ostatní záležitosti požární ochrany a integrovaného záchranného systému";"Bezpečnost státu a právní ochrana";"Požární ochrana a integrovaný záchranný systém";"Ostatní záležitosti požární ochrany a integrovaného záchranného systému";"1.1.1900";"31.12.9999"
"6111";"Parlament";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6112";"Zastupitelstva obcí";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6113";"Zastupitelstva krajů";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6114";"Volby do Parlamentu ČR";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6115";"Volby do zastupitelstev územních samosprávných celků";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6116";"Celostátní referendum";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6117";"Volby do Evropského parlamentu";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.1900";"31.12.9999"
"6118";"Volba prezidenta republiky";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.2013";"31.12.9999"
"6119";"Ostatní zastupitelské orgány a volby";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zastupitelské orgány a volby";"1.1.2013";"31.12.9999"
"6120";"Kancelář prezidenta republiky";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Kancelář prezidenta republiky";"1.1.1900";"31.12.9999"
"6130";"Nejvyšší kontrolní úřad";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Nejvyšší kontrolní úřad";"1.1.1900";"31.12.9999"
"6141";"Ústřední orgány vnitřní státní správy a jejich dislokovaná pracoviště (nezařazené v jiných funkcích)";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6142";"Finanční správa";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6143";"Celní správa";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6145";"Úřad vlády";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6146";"Český statistický úřad";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6148";"Plánování a statistika";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6149";"Ostatní všeobecná vnitřní správa jinde nezařazená";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Všeobecná vnitřní státní správa (nezařazená v jiných funkcích)";"1.1.1900";"31.12.9999"
"6151";"Činnost ústředního orgánu státní správy v zahraniční službě";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zahraniční služba a záležitosti (nezařazené v jiných funkcích)";"1.1.1900";"31.12.9999"
"6152";"Zastupitelství a stálé mise ČR v zahraničí";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zahraniční služba a záležitosti (nezařazené v jiných funkcích)";"1.1.1900";"31.12.9999"
"6153";"Ostatní účast v mezinárodních vládních organizacích";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zahraniční služba a záležitosti (nezařazené v jiných funkcích)";"1.1.1900";"31.12.9999"
"6159";"Zahraniční služba a záležitosti jinde nezařazené";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Zahraniční služba a záležitosti (nezařazené v jiných funkcích)";"1.1.1900";"31.12.9999"
"6171";"Činnost místní správy";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Regionální a místní správa";"1.1.1900";"31.12.9999"
"6172";"Činnost regionální správy";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Regionální a místní správa";"1.1.1900";"31.12.9999"
"6173";"Místní referendum";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Regionální a místní správa";"1.1.1900";"31.12.9999"
"6174";"Činnost regionálních rad";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Regionální a místní správa";"1.1.1900";"31.12.9999"
"6180";"Výzkum ve státní správě a samosprávě";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Výzkum ve státní správě a samosprávě";"1.1.1900";"31.12.9999"
"6190";"Politické strany a hnutí";"Všeobecná veřejná správa a služby";"Státní moc, státní správa, územní samospráva a politické strany";"Politické strany a hnutí";"1.1.1900";"31.12.9999"
"6211";"Archivní činnost";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Ostatní veřejné služby";"1.1.1900";"31.12.9999"
"6219";"Ostatní veřejné služby jinde nezařazené.";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Ostatní veřejné služby";"1.1.1900";"31.12.9999"
"6221";"Humanitární zahraniční pomoc přímá";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Zahraniční pomoc a mezinárodní spolupráce (jinde nezařazená)";"1.1.1900";"31.12.9999"
"6222";"Rozvojová zahraniční pomoc";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Zahraniční pomoc a mezinárodní spolupráce (jinde nezařazená)";"1.1.1900";"31.12.9999"
"6223";"Mezinárodní spolupráce (jinde nezařazená)";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Zahraniční pomoc a mezinárodní spolupráce (jinde nezařazená)";"1.1.1900";"31.12.9999"
"6224";"Humanitární zahraniční pomoc poskytovaná prostřednictvím mezinárodních organizací";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Zahraniční pomoc a mezinárodní spolupráce (jinde nezařazená)";"1.1.1900";"31.12.9999"
"6229";"Ostatní zahraniční pomoc";"Všeobecná veřejná správa a služby";"Jiné veřejné služby a činnosti";"Zahraniční pomoc a mezinárodní spolupráce (jinde nezařazená)";"1.1.1900";"31.12.9999"
"6310";"Obecné příjmy a výdaje z finančních operací";"Všeobecná veřejná správa a služby";"Finanční operace";"Obecné příjmy a výdaje z finančních operací";"1.1.1900";"31.12.9999"
"6320";"Pojištění funkčně nespecifikované";"Všeobecná veřejná správa a služby";"Finanční operace";"Pojištění funkčně nespecifikované";"1.1.1900";"31.12.9999"
"6330";"Převody vlastním fondům v rozpočtech územní úrovně";"Všeobecná veřejná správa a služby";"Finanční operace";"Převody vlastním fondům v rozpočtech územní úrovně";"1.1.1900";"31.12.9999"
"6391";"Soudní a mimosoudní rehabilitace";"Všeobecná veřejná správa a služby";"Finanční operace";"Ostatní finanční operace";"1.1.1900";"31.12.9999"
"6399";"Ostatní finanční operace";"Všeobecná veřejná správa a služby";"Finanční operace";"Ostatní finanční operace";"1.1.1900";"31.12.9999"
"6401";"Transfery všeobecné povahy jiným úrovním vlády";"Všeobecná veřejná správa a služby";"Ostatní činnosti";"Ostatní činnosti";"1.1.1900";"31.12.9999"
"6402";"Finanční vypořádání minulých let";"Všeobecná veřejná správa a služby";"Ostatní činnosti";"Ostatní činnosti";"1.1.1900";"31.12.9999"
"6409";"Ostatní činnosti jinde nezařazené";"Všeobecná veřejná správa a služby";"Ostatní činnosti";"Ostatní činnosti";"1.1.1900";"31.12.9999"
