"Paragraf ";"Název ";"Skupina ";"Oddíl ";"Podddíl ";"Od ";"Do "
"3127";"Střední školy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Střední vzdělávání a vzdělávání v konzervatořích";"1.1.2015";"31.12.9999"
"3128";"Sportovní školy - gymnázia";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Střední vzdělávání a vzdělávání v konzervatořích";"1.1.1900";"31.12.9999"
"3129";"Ostatní zařízení středního vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Střední vzdělávání a vzdělávání v konzervatořích";"1.1.1900";"31.12.9999"
"3131";"Výchovné ústavy a dětské domovy se školou";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Školská zařízení pro výkon ústavní a ochranné výchovy";"1.1.1900";"31.12.9999"
"3132";"Diagnostické ústavy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Školská zařízení pro výkon ústavní a ochranné výchovy";"1.1.1900";"31.12.9999"
"3133";"Dětské domovy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Školská zařízení pro výkon ústavní a ochranné výchovy";"1.1.2015";"31.12.9999"
"3139";"Ostatní školská zařízení pro výkon ústavní a ochranné výchovy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Školská zařízení pro výkon ústavní a ochranné výchovy";"1.1.1900";"31.12.9999"
"3141";"Školní stravování";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3143";"Školní družiny a kluby";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3144";"Školy v přírodě";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3145";"Internáty";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3146";"Zařízení výchovného poradenství";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3147";"Domovy mládeže";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3148";"Střediska výchovné péče";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.2015";"31.12.9999"
"3149";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní zařízení související s výchovou a vzděláváním mládeže";"1.1.1900";"31.12.9999"
"3150";"Vyšší odborné školy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Vyšší odborné vzdělávání";"1.1.1900";"31.12.9999"
"3211";"Vysoké školy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Vysokoškolské vzdělávání";"1.1.1900";"31.12.9999"
"3212";"Výzkum, vývoj a inovace na vysokých školách";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Vysokoškolské vzdělávání";"1.1.1900";"31.12.9999"
"3213";"Bakalářské studium";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Vysokoškolské vzdělávání";"1.1.1900";"31.12.9999"
"3214";"Magisterské a doktorské studium";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Vysokoškolské vzdělávání";"1.1.1900";"31.12.9999"
"3221";"Vysokoškolské koleje a menzy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Zařízení související s vysokoškolským vzděláváním";"1.1.1900";"31.12.9999"
"3229";"Ostatní zařízení související s vysokoškolským vzděláváním";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Zařízení související s vysokoškolským vzděláváním";"1.1.1900";"31.12.9999"
"3231";"Základní umělecké školy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Základní umělecké, jazykové a zájmové vzdělávání";"1.1.1900";"31.12.9999"
"3232";"Jazykové školy s právem státní jazykové zkoušky";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Základní umělecké, jazykové a zájmové vzdělávání";"1.1.2015";"31.12.9999"
"3233";"Střediska volného času";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Základní umělecké, jazykové a zájmové vzdělávání";"1.1.2015";"31.12.9999"
"3239";"Záležitosti zájmového vzdělávání jinde nezařazené";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Základní umělecké, jazykové a zájmové vzdělávání";"1.1.1900";"31.12.9999"
"3261";"Činnost ústředního orgánu státní správy ve vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Správa ve vzdělávání";"1.1.1900";"31.12.9999"
"3262";"Činnost ostatních orgánů státní správy ve vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Správa ve vzdělávání";"1.1.1900";"31.12.9999"
"3269";"Ostatní správa ve vzdělávání jinde nezařazená";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Správa ve vzdělávání";"1.1.1900";"31.12.9999"
"3280";"Výzkum školství a vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Výzkum školství a vzdělávání";"1.1.1900";"31.12.9999"
"3291";"Mezinárodní spolupráce ve vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"3292";"Vzdělávání národnostních menšin a multikulturní výchova";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"3293";"Vzdělávací akce k integraci Romů";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"3294";"Zařízení pro další vzdělávání pedagogických pracovníků";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní činnost a nespecifikované výdaje";"1.1.2015";"31.12.9999"
"3299";"Ostatní záležitosti vzdělávání";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"3311";"Divadelní činnost";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3312";"Hudební činnost";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3313";"Filmová tvorba, distribuce, kina a shromažďování audiovizuálních archiválií";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3314";"Činnosti knihovnické";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3315";"Činnosti muzeí a galerií";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3316";"Vydavatelská činnost";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3317";"Výstavní činnosti v kultuře";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3319";"Ostatní záležitosti kultury";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Kultura";"1.1.1900";"31.12.9999"
"3321";"Činnosti památkových ústavů, hradů a zámků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3322";"Zachování a obnova kulturních památek";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3324";"Výkup předmětů kulturní hodnoty";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3325";"Pražský hrad";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3326";"Pořízení, zachování a obnova hodnot místního kulturního, národního a historického povědomí";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3329";"Ostatní záležitosti ochrany památek a péče o kulturní dědictví";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ochrana památek a péče o kulturní dědictví a národní a historické povědomí";"1.1.1900";"31.12.9999"
"3330";"Činnosti registrovaných církví a náboženských společností";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Činnosti registrovaných církví a náboženských společností";"1.1.1900";"31.12.9999"
"3341";"Rozhlas a televize";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Sdělovací prostředky";"1.1.1900";"31.12.9999"
"3349";"Ostatní záležitosti sdělovacích prostředků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Sdělovací prostředky";"1.1.1900";"31.12.9999"
"3361";"Činnost ústředního orgánu státní správy v oblasti kultury a církví";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Správa v oblasti kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3362";"Činnost ostatních orgánů státní správy v oblasti kultury, církví a sdělovacích prostředků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Správa v oblasti kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3369";"Ostatní správa v oblasti kultury, církví a sdělovacích prostředků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Správa v oblasti kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3380";"Výzkum a vývoj v oblasti kultury, církví a sdělovacích prostředků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Výzkum a vývoj v oblasti kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3391";"Mezinárodní spolupráce v kultuře, církvích a sdělovacích prostředcích";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ostatní činnosti v záležitostech kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3392";"Zájmová činnost v kultuře";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ostatní činnosti v záležitostech kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3399";"Ostatní záležitosti kultury, církví a sdělovacích prostředků";"Služby pro obyvatelstvo";"Kultura, církve a sdělovací prostředky";"Ostatní činnosti v záležitostech kultury, církví a sdělovacích prostředků";"1.1.1900";"31.12.9999"
"3411";"Státní sportovní reprezentace";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Tělovýchova";"1.1.1900";"31.12.9999"
"3412";"Sportovní zařízení v majetku obcí";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Tělovýchova";"1.1.1900";"31.12.9999"
"3419";"Ostatní tělovýchovná činnost";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Tělovýchova";"1.1.1900";"31.12.9999"
"3421";"Využití volného času dětí a mládeže";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Zájmová činnost a rekreace";"1.1.1900";"31.12.9999"
"3429";"Ostatní zájmová činnost a rekreace";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Zájmová činnost a rekreace";"1.1.1900";"31.12.9999"
"3480";"Výzkum v oblasti tělovýchovy, zájmové činnosti a rekreace";"Služby pro obyvatelstvo";"Tělovýchova a zájmová činnost";"Výzkum v oblasti tělovýchovy, zájmové činnosti a rekreace";"1.1.1900";"31.12.9999"
"3511";"Všeobecná ambulantní péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3512";"Stomatologická péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3513";"Lékařská služba první pomoci";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3514";"Transfúzní služba a tkáňová zařízení";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3515";"Specializovaná ambulantní zdravotní péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3516";"Péče v mateřství";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3519";"Ostatní ambulantní péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ambulantní péče";"1.1.1900";"31.12.9999"
"3521";"Fakultní nemocnice";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3522";"Ostatní nemocnice";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3523";"Odborné léčebné ústavy";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3524";"Léčebny dlouhodobě nemocných";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3525";"Hospice";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3526";"Lázeňské léčebny, ozdravovny, sanatoria";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3527";"Vysoce specializovaná pracoviště a jednooborové zařízení lůžkové péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3529";"Ostatní ústavní péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Ústavní péče";"1.1.1900";"31.12.9999"
"3531";"Hygienická služba a ochrana veřejného zdraví";"Služby pro obyvatelstvo";"Zdravotnictví";"Zvláštní zdravotnická zařízení a služby pro zdravotnictví";"1.1.1900";"31.12.9999"
"3532";"Lékárenská služba (léky, protézy a přístroje pro užití vně zdravotnických zařízení)";"Služby pro obyvatelstvo";"Zdravotnictví";"Zvláštní zdravotnická zařízení a služby pro zdravotnictví";"1.1.1900";"31.12.9999"
"3533";"Zdravotnická záchranná služba";"Služby pro obyvatelstvo";"Zdravotnictví";"Zvláštní zdravotnická zařízení a služby pro zdravotnictví";"1.1.1900";"31.12.9999"
"3534";"Doprava ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Zvláštní zdravotnická zařízení a služby pro zdravotnictví";"1.1.1900";"31.12.9999"
"3539";"Ostatní zdravotnická zařízení a služby pro zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Zvláštní zdravotnická zařízení a služby pro zdravotnictví";"1.1.1900";"31.12.9999"
"3541";"Prevence před drogami, alkoholem, nikotinem aj. závislostmi";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3542";"Prevence HIV/AIDS";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3543";"Pomoc zdravotně postiženým a chronicky nemocným";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3544";"Národní program zdraví";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3545";"Programy paliativní péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3549";"Ostatní speciální zdravotnická péče";"Služby pro obyvatelstvo";"Zdravotnictví";"Zdravotnické programy";"1.1.1900";"31.12.9999"
"3561";"Činnost ústředního orgánu státní správy ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Správa ve zdravotnictví";"1.1.1900";"31.12.9999"
"3562";"Činnost ostatních orgánů státní správy ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Správa ve zdravotnictví";"1.1.1900";"31.12.9999"
"3569";"Ostatní správa ve zdravotnictví jinde nezařazená";"Služby pro obyvatelstvo";"Zdravotnictví";"Správa ve zdravotnictví";"1.1.1900";"31.12.9999"
"3581";"Organizace výzkumu a střediska vědeckých informací";"Služby pro obyvatelstvo";"Zdravotnictví";"Výzkum a vývoj ve zdravotnictví";"1.1.1900";"31.12.9999"
"3589";"Ostatní výzkum a vývoj ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Výzkum a vývoj ve zdravotnictví";"1.1.1900";"31.12.9999"
"3591";"Mezinárodní spolupráce ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Ostatní činnost ve zdravotnictví";"1.1.1900";"31.12.9999"
"3592";"Další vzdělávání pracovníků ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Ostatní činnost ve zdravotnictví";"1.1.1900";"31.12.9999"
"3599";"Ostatní činnost ve zdravotnictví";"Služby pro obyvatelstvo";"Zdravotnictví";"Ostatní činnost ve zdravotnictví";"1.1.1900";"31.12.9999"
"3611";"Podpora individuální bytové výstavby";"Služby pro obyvatelstvo";"Bydlení, komunální služby a územní rozvoj";"Rozvoj bydlení a bytové hospodářství";"1.1.1900";"31.12.9999"
"3612";"Bytové hospodářství";"Služby pro obyvatelstvo";"Bydlení, komunální služby a územní rozvoj";"Rozvoj bydlení a bytové hospodářství";"1.1.1900";"31.12.9999"
"3613";"Nebytové hospodářství";"Služby pro obyvatelstvo";"Bydlení, komunální služby a územní rozvoj";"Rozvoj bydlení a bytové hospodářství";"1.1.1900";"31.12.9999"
"3614";"Bytové služby pro vlastní zaměstnance";"Služby pro obyvatelstvo";"Bydlení, komunální služby a územní rozvoj";"Rozvoj bydlení a bytové hospodářství";"1.1.1900";"31.12.9999"
