DOKLAD_DATUM;DOKLAD_AGENDA;DOKLAD_CISLO;PRIJEM_VYDAJ;AKCE;PARAGRAF;POLOZKA;SUBJEKT_IC;SUBJEKT_NAZEV;POZNAMKA;CASTKA
13.1.2017;KDF;;V;147;3639;5154;26078201;E.ON Energie, a.s.;Byty - záloha na elektrickou energii za 1/2017 - Nádražní 202;850
13.1.2017;KDF;;V;200;6399;5362;46227202;Martin Starý;Byty - fakturace za provedené práce vč. materiálu, dodávky a motáže topení v KD Jiříkovice;-3465
13.1.2017;KDF;;V;200;6409;5179;4415868;Koruna Vysočiny, z.s.;41 - členský příspěvek 2017;150000
13.1.2017;KDF;;V;208;6171;5162;60193336;O2 Czech Republic a.s.;19 - vyúčtování pevné linky 12/2016;5823.81
13.1.2017;KDF;;V;219;3612;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;1090
13.1.2017;KDF;;V;223;3429;5154;26078201;E.ON Energie, a.s.;Byty - záloha na spotřebu el. energie za 1/2017 - Ekonocležiště;260
13.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné za 1/2017 - Maršovice 80;1270
13.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné za 1/2017 - Petrovice 71;300
13.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné za 1/2017 - Rokytno 49;580
13.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné, stočné, srážky za 1/2017 - Tyršova 323;6530
13.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné, stočné, srážky za 1/2017-3/2017 - dopravní terminál;1000
13.1.2017;KDF;;V;299;3613;5153;47917091;Flaga s.r.o.;Byty - záloha na plyn za období 1/2017 - Jiříkovice 58;2783
13.1.2017;KDF;;V;299;3613;5153;60193492;Pražská plynárenská, a.s.;Byty - záloha na dodávku zemního plynu za 1.Q/2017 - Slavkovice 79;2000
13.1.2017;KDF;;V;299;3613;5153;60193492;Pražská plynárenská, a.s.;Byty - záloha za dodávku zemního plynu na 1/2017 - Hlinné 46;3100
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;13541
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;39 - záloha na elektřinu na 1. Q 2017 - Vratislavovo nám. 12;1500
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - vyúčtování za Tyršova 323 12/2016;202
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - záloha el. energie za 4. Q/2017 - Tyršova 323, byt;600
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - záloha na dodávku elektrické energie za 1/2017, Nádražní K/1075 - Nádražní 202 - dopravní terminál;4420
13.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - záloha na el. energii za 1/2017, nebyt. hosp., VO, SDH;460
13.1.2017;KDF;;V;299;3613;5171;46227202;Martin Starý;Byty - fakturace za provedené práce vč. materiálu, dodávky a motáže topení v KD Jiříkovice;19965
13.1.2017;POK;;V;0;6171;5182;;;;-113066
13.1.2017;POK;;V;124;6409;5909;;;;113066
13.1.2017;POK;;P;0;0;1341;;;;1900
13.1.2017;POK;;P;0;6171;2328;;;;-8915
13.1.2017;POK;;P;0;6171;2329;;;;-22179
13.1.2017;POK;;P;0;6409;2328;;;;-3000
13.1.2017;POK;;P;12;0;1361;;;;100
13.1.2017;POK;;P;15;0;1361;;;;100
13.1.2017;POK;;P;18;0;1361;;;;300
13.1.2017;POK;;P;21;0;1361;;;;1650
13.1.2017;POK;;P;124;2299;2212;;;;100
13.1.2017;POK;;P;124;6171;2324;;;;6664
13.1.2017;POK;;P;126;3612;2132;;;;2950
13.1.2017;POK;;P;135;0;1343;;;;400
13.1.2017;POK;;P;141;0;1340;;;;18790
13.1.2017;POK;;P;246;6171;2328;;;;900
13.1.2017;POK;;P;360;6171;2119;;;;240
13.1.2017;POU;;V;246;6409;5909;46965815;ZDAR, a.s.;19 - vyúčtování Nkaret 12/2016, jízdné SOŠ;24660
13.1.2017;POU;;P;246;6171;2328;46965815;ZDAR, a.s.;19 - vyúčtování Nkaret 12/2016, jízdné SOŠ;-24660
13.1.2017;UCT;;V;0;6171;5182;;;;112250
13.1.2017;UCT;;V;200;6310;5163;;;;150
13.1.2017;UCT;;V;208;6171;5168;;;;474.29
13.1.2017;UCT;;P;0;6171;2328;;;;10642
13.1.2017;UCT;;P;0;6171;2329;;;;19791
13.1.2017;UCT;;P;124;3639;3111;;;;11800
13.1.2017;UCT;;P;144;1032;2131;;;;51331
16.1.2017;DDP;;P;0;0;1341;;;;400
16.1.2017;DDP;;P;124;2299;2212;;;;5500
16.1.2017;DDP;;P;126;3612;2111;;;;3925
16.1.2017;DDP;;P;126;3612;2132;;;;12925
16.1.2017;DDP;;P;141;0;1340;;;;40
16.1.2017;DDP;;P;299;3613;2132;;;;28115
16.1.2017;KDF;;V;113;3745;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;122;3613;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;123;5311;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;124;6171;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;124;6171;5167;2950618;Vzdělávací agentura ČR, s.r.o.;Školení - Lukášová, Skalníková - Změny v roce 2017 v sociální oblasti;0
16.1.2017;KDF;;V;126;3612;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;-180
16.1.2017;KDF;;V;136;3631;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;147;3639;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;219;3612;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KDF;;V;299;3613;5153;60193492;Pražská plynárenská, a.s.;Byty - nedoplatek za zemní plyn období 27.8.-31.12.2016;20970
16.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;39 - záloha el. energie za 1/2017 - kašny, byty, nebyt. hosp., veř. WC, MÚ, VO, SDH - Nové Město;0
16.1.2017;KOF;;P;9124;6171;2133;;;;484
16.1.2017;POK;;V;0;6171;5182;;;;-152
16.1.2017;POK;;V;124;6171;5173;;;;152
16.1.2017;POK;;P;0;0;1341;;;;4400
16.1.2017;POK;;P;0;0;1342;;;;1030
16.1.2017;POK;;P;0;0;1345;;;;2456
16.1.2017;POK;;P;0;0;1353;;;;1800
16.1.2017;POK;;P;0;0;1359;;;;6000
16.1.2017;POK;;P;0;6171;2328;;;;-53439
16.1.2017;POK;;P;0;6171;2329;;;;-82825
16.1.2017;POK;;P;10;0;1361;;;;2000
16.1.2017;POK;;P;11;0;1361;;;;500
16.1.2017;POK;;P;12;0;1361;;;;500
16.1.2017;POK;;P;15;0;1361;;;;3100
16.1.2017;POK;;P;16;0;1361;;;;300
16.1.2017;POK;;P;17;0;1361;;;;2500
16.1.2017;POK;;P;18;0;1361;;;;150
16.1.2017;POK;;P;21;0;1361;;;;16045
16.1.2017;POK;;P;23;0;1361;;;;50
16.1.2017;POK;;P;24;0;1361;;;;60
16.1.2017;POK;;P;124;6171;2212;;;;200
16.1.2017;POK;;P;124;6171;2324;;;;1739
16.1.2017;POK;;P;126;3612;2111;;;;3270
16.1.2017;POK;;P;126;3612;2132;;;;3261
16.1.2017;POK;;P;135;0;1343;;;;1940
16.1.2017;POK;;P;135;2219;2111;;;;5000
16.1.2017;POK;;P;141;0;1340;;;;73120
16.1.2017;POK;;P;224;2141;2133;;;;600
16.1.2017;POK;;P;246;6171;2328;;;;3600
16.1.2017;POK;;P;298;3639;2131;;;;1259
16.1.2017;POK;;P;360;6171;2119;;;;900
16.1.2017;POK;;P;9124;6171;2133;;;;484
16.1.2017;POU;;V;106;3113;5331;70284725;Základní škola Nové Město na M;41 - provozní příspěvek 1/2017;345400
16.1.2017;POU;;V;107;3113;5331;60574674;Základní škola Nové Město na M;41 - provozní příspěvek 1/2017;690800
16.1.2017;POU;;V;118;4356;5331;43378692;Centrum Zdislava;41 - provozní příspěvek 1/2017;190800
16.1.2017;POU;;V;120;3392;5331;372854;Novoměstská kult.zařízení;41 - provozní příspěvek 1/2017;885900
16.1.2017;POU;;V;134;4351;5331;48899097;Novoměstské soc.služby;41 - provozní příspěvek 1/2017;550500
16.1.2017;POU;;V;151;3421;5331;70927880;Dům dětí a mládeže Nové Město;41 - provozní příspěvek 1/2017;70400
16.1.2017;POU;;V;171;3111;5331;70995559;Mateřská škola N.M.n.;41 - provozní příspěvek 1/2017;390200
16.1.2017;ROZ;232005;V;100;2341;5169;;;;10000
16.1.2017;ROZ;232005;V;100;2341;5171;;;;81000
16.1.2017;ROZ;232005;V;171;3113;5171;;;;-100000
16.1.2017;ROZ;232005;V;200;6399;5901;;;;-241000
16.1.2017;ROZ;232005;V;233;3412;6121;;;;-400000
16.1.2017;ROZ;232005;V;273;3412;6121;;;;400000
16.1.2017;ROZ;232005;V;293;3631;6121;;;;250000
16.1.2017;ROZ;232006;V;200;6399;5901;;;;0
16.1.2017;UCT;;P;0;6171;2328;;;;8915
16.1.2017;UCT;;P;10;0;1361;;;;1000
16.1.2017;UCT;;P;132;0;2460;;;;7461.2
17.1.2017;DDP;;P;126;3612;2111;;;;2400
17.1.2017;DDP;;P;126;3612;2132;;;;3074
17.1.2017;DDP;;P;141;0;1340;;;;960
17.1.2017;DDP;;P;299;3613;2132;;;;28720
17.1.2017;KDF;;V;140;2212;5139;25509187;TS služby s.r.o.;39 - zimní údržba - město;67881
17.1.2017;KDF;;V;140;2212;5139;25509187;TS služby s.r.o.;39 - zimní údržba-město;35139
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - čištění kontejnerů v rámci zimní údržby;2541
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba - město;23051
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba - Pohledec;2142
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba - Rokytno;2142
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba - Slavkovice;6716
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba-Maršovice;5808
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba-město;67608
17.1.2017;KDF;;V;140;2212;5169;25509187;TS služby s.r.o.;39 - zimní údržba-Petrovice;2142
17.1.2017;KDF;;V;140;2219;5139;25509187;TS služby s.r.o.;39 - doplnění posypových nádob;13565
17.1.2017;KDF;;V;140;2219;5139;25509187;TS služby s.r.o.;39 - zimní údržba - město;70132
17.1.2017;KDF;;V;140;2219;5139;25509187;TS služby s.r.o.;39 - zimní údržba-město;27703
17.1.2017;KDF;;V;140;2219;5169;25509187;TS služby s.r.o.;39 - doplnění posypových nádob;6521
17.1.2017;KDF;;V;140;2219;5169;25509187;TS služby s.r.o.;39 - úklid sněhu a ledu v rámci zimní údržby - Vratislavovo nám;4796
17.1.2017;KDF;;V;140;2219;5169;25509187;TS služby s.r.o.;39 - zimní údržba - chodníky, schody;2468
17.1.2017;KDF;;V;140;2219;5169;25509187;TS služby s.r.o.;39 - zimní údržba - město;53450
17.1.2017;KDF;;V;140;2219;5169;25509187;TS služby s.r.o.;39 - zimní údržba-město;20547
17.1.2017;KOF;;P;9124;6171;2133;;;;484
17.1.2017;POK;;P;0;0;1341;;;;1200
17.1.2017;POK;;P;0;6171;2328;;;;-4480
17.1.2017;POK;;P;0;6171;2329;;;;-54725
17.1.2017;POK;;P;12;0;1361;;;;100
17.1.2017;POK;;P;15;0;1361;;;;500
17.1.2017;POK;;P;21;0;1361;;;;1370
17.1.2017;POK;;P;24;0;1361;;;;240
17.1.2017;POK;;P;31;0;1361;;;;150
17.1.2017;POK;;P;124;6171;2324;;;;2812
17.1.2017;POK;;P;126;3612;2132;;;;31143
17.1.2017;POK;;P;141;0;1340;;;;21210
17.1.2017;POK;;P;246;6171;2328;;;;360
17.1.2017;POK;;P;360;6171;2119;;;;120
17.1.2017;POU;;V;181;3412;5213;3022641;Novoměstské služby s.r.o.;41 - provozní příspěvek 1/2017;1237500
17.1.2017;UCT;;V;200;6310;5163;;;;20
17.1.2017;UCT;;P;0;6171;2328;;;;53439
17.1.2017;UCT;;P;0;6171;2329;;;;162143
17.1.2017;UCT;;P;135;2219;2111;;;;11593
18.1.2017;DDP;;P;0;0;1342;;;;3480
18.1.2017;DDP;;P;0;0;1345;;;;2068
18.1.2017;DDP;;P;124;2299;2212;;;;2000
18.1.2017;DDP;;P;126;3612;2111;;;;4361
18.1.2017;DDP;;P;126;3612;2132;;;;3662
18.1.2017;DDP;;P;299;3613;2111;;;;2008
18.1.2017;DDP;;P;299;3613;2132;;;;4052
18.1.2017;KDF;;V;114;6171;5167;26187639;Vzděl.centrum pro veř.spr;Školení - Skalníková - sociální pracovník jako průvodce člověka s problémem závislosti;1790
18.1.2017;KDF;;V;122;5512;5169;27916693;CCS;CCS - vyúčotvání záloh za 12/2016;117.39
18.1.2017;KDF;;V;123;5311;5169;27916693;CCS;CCS - vyúčotvání záloh za 12/2016;117.35
18.1.2017;KDF;;V;124;6171;5139;25215850;REMBRANDT s.r.o.;19 - fakturace za kompletní balení plomb a lístků o pův. zvěře;6000
18.1.2017;KDF;;V;124;6171;5167;26187639;Vzděl.centrum pro veř.spr;Školení - Tomancová - jan identifikovat oběť domácího násilí;1790
18.1.2017;KDF;;V;124;6171;5169;24745391;Edenred CZ s.r.o.;19 - stravenky 700 ks á 65,- Kč;40057.3
18.1.2017;KDF;;V;124;6171;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny v objektu poliklinika 12/2016;446
18.1.2017;KDF;;V;124;6171;5169;63469626;VERTIK, s.r.o.;19 - paušální servis výtahů za I. čtvrtletí 2017 - radnice;4421.34
18.1.2017;KDF;;V;126;3612;5154;26078201;E.ON Energie, a.s.;Byty - vyúčtování el. energie Křenkova 732;343
18.1.2017;KDF;;V;126;3612;5169;26930498;Realitní kancelář PAMEX,;Byty - obsluha a kontrola plynové kotelny Školní 448 12/2016;21
18.1.2017;KDF;;V;126;3612;5169;26930498;Realitní kancelář PAMEX,;Byty - obsluha a kontrola výměníkových stanic v bytových domech 12/2016;2810
18.1.2017;KDF;;V;126;3612;5169;26930498;Realitní kancelář PAMEX,;Byty - odměna za správu za 12/2016;24970
18.1.2017;KDF;;V;126;3612;5171;13651951;Jiří Svoboda;Byty - oprava havarie bytového zařízení Křenkova 732;1640
18.1.2017;KDF;;V;126;3612;5171;25506722;Pamex;Byty - nutná výměna radiátoru Tyršova 730/5;6538.9
18.1.2017;KDF;;V;126;3612;5171;25506722;Pamex;Byty - oprava tekoucího radiátoru Tyršova 730/5;3982.45
18.1.2017;KDF;;V;131;6409;5909;24745391;Edenred CZ s.r.o.;19 - stravenky 700 ks á 65,- Kč;5600
18.1.2017;KDF;;V;160;3299;5169;372854;Novoměstská kult.zařízení;19 - pronájem prostor v KD s přípravou;3000
18.1.2017;KDF;;V;200;6320;5163;48391301;RENOMIA. a.s.;19 - pojištění majetku za obd. 1.1.-31.3.2017;109414
18.1.2017;KDF;;V;200;6399;5362;25506722;Pamex;Byty - nutná výměna radiátoru Tyršova 730/5;-852.9
18.1.2017;KDF;;V;200;6399;5362;25506722;Pamex;Byty - oprava tekoucího radiátoru Tyršova 730/5;-519.45
18.1.2017;KDF;;V;200;6399;5362;63469626;VERTIK, s.r.o.;19 - paušální servis výtahů za I. čtvrtletí 2017 - radnice;-767.34
18.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné za 1/2017 - Slavkovice 79, KD;1080
18.1.2017;KDF;;V;299;3613;5154;1879880;One Energy & One Mobile a.s.;Byty - el. energie Palackého nám. 16;12177
18.1.2017;KDF;;V;299;3613;5169;26930498;Realitní kancelář PAMEX,;Byty - kontrola a obsluha plynové kotelny v objektu poliklinika 12/2016;4138
18.1.2017;KDF;;V;299;3613;5169;26930498;Realitní kancelář PAMEX,;Byty - obsluha a kontrola plynové kotelny Školní 448 12/2016;409
18.1.2017;KDF;;V;299;3613;5169;26930498;Realitní kancelář PAMEX,;Byty - odměna za správu za 12/2016;3678
18.1.2017;KDF;;V;360;6409;5192;70995559;Mateřská škola N.M.n.;41 - městské karty - sleva školného;1848
18.1.2017;KOF;;P;9124;6171;2133;;;;968
18.1.2017;POK;;V;0;6171;5182;;;;-3594
18.1.2017;POK;;V;122;5512;5139;;;;1207
18.1.2017;POK;;V;124;6171;5139;;;;21
18.1.2017;POK;;V;124;6171;5175;;;;2366
18.1.2017;POK;;P;0;0;1341;;;;2400
18.1.2017;POK;;P;0;0;1359;;;;3000
18.1.2017;POK;;P;0;6171;2328;;;;-18816
18.1.2017;POK;;P;0;6171;2329;;;;-67258
18.1.2017;POK;;P;10;0;1361;;;;14300
18.1.2017;POK;;P;12;0;1361;;;;200
18.1.2017;POK;;P;15;0;1361;;;;1020
18.1.2017;POK;;P;17;0;1361;;;;4400
18.1.2017;POK;;P;18;0;1361;;;;50
18.1.2017;POK;;P;19;0;1361;;;;6000
18.1.2017;POK;;P;21;0;1361;;;;9000
18.1.2017;POK;;P;24;0;1361;;;;720
18.1.2017;POK;;P;31;0;1361;;;;1250
18.1.2017;POK;;P;32;0;1361;;;;300
18.1.2017;POK;;P;33;0;1361;;;;150
18.1.2017;POK;;P;40;0;1361;;;;100
18.1.2017;POK;;P;124;6171;2212;;;;200
18.1.2017;POK;;P;124;6171;2324;;;;936
18.1.2017;POK;;P;141;0;1340;;;;33640
18.1.2017;POK;;P;246;6171;2328;;;;6660
18.1.2017;POK;;P;298;3639;2131;;;;488
18.1.2017;POK;;P;360;6171;2119;;;;1260
18.1.2017;POU;;V;124;6171;5195;206172;Česká republika Úřad prác;19 - plnění povinného podílu osob se zdravotním postižením na celkovém počtu zaměstnanců za r. 2016;105975
18.1.2017;UCT;;P;0;6171;2328;;;;4480
19.1.2017;DDP;;P;126;3612;2111;;;;2485
19.1.2017;DDP;;P;126;3612;2132;;;;3458
19.1.2017;DDP;;P;141;0;1340;;;;1920
19.1.2017;KDF;;V;124;6171;5167;69113165;Ing. Radka Šlegrová;Školení - Lukášová - Změny právních předpisů ve školství od 1.1.2017;500
19.1.2017;KOF;;P;9124;6171;2133;;;;484
19.1.2017;POK;;V;0;6171;5182;;;;-1454
19.1.2017;POK;;V;122;5512;5169;;;;100
19.1.2017;POK;;V;124;6171;5173;;;;354
19.1.2017;POK;;V;124;6171;5361;;;;1000
19.1.2017;POK;;P;0;0;1341;;;;1800
19.1.2017;POK;;P;0;6171;2328;;;;-10900
19.1.2017;POK;;P;0;6171;2329;;;;-24926
19.1.2017;POK;;P;10;0;1361;;;;1000
19.1.2017;POK;;P;11;0;1361;;;;700
19.1.2017;POK;;P;12;0;1361;;;;200
19.1.2017;POK;;P;17;0;1361;;;;700
19.1.2017;POK;;P;21;0;1361;;;;4550
19.1.2017;POK;;P;24;0;1361;;;;600
19.1.2017;POK;;P;32;0;1361;;;;200
19.1.2017;POK;;P;124;6171;2324;;;;74
19.1.2017;POK;;P;135;0;1343;;;;2200
19.1.2017;POK;;P;135;2219;2111;;;;5000
19.1.2017;POK;;P;141;0;1340;;;;17550
19.1.2017;POK;;P;246;6171;2328;;;;900
19.1.2017;POK;;P;360;6171;2119;;;;240
19.1.2017;POK;;P;9124;6171;2111;;;;112
19.1.2017;UCT;;V;0;6409;5909;;;;1000
19.1.2017;UCT;;P;0;6171;2328;;;;18816
19.1.2017;UCT;;P;0;6171;2329;;;;74000
19.1.2017;UCT;;P;10;0;1361;;;;2000
19.1.2017;UCT;;P;135;0;1343;;;;0
19.1.2017;UCT;;P;135;2219;2111;;;;10000
20.1.2017;DDP;;P;124;2299;2212;;;;500
20.1.2017;DDP;;P;126;3612;2111;;;;2000
20.1.2017;DDP;;P;141;0;1340;;;;3360
20.1.2017;KDF;;V;122;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Školní 448;900
20.1.2017;KDF;;V;122;3613;5152;25335057;Novoměstská teplárenská a;Byty - dodávka tepelné energie za 12/2016;26155.62
20.1.2017;KDF;;V;123;5311;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Školní 448;330
20.1.2017;KDF;;V;123;5311;5152;25335057;Novoměstská teplárenská a;Byty - dodávka tepelné energie za 12/2016;3903.28
20.1.2017;KDF;;V;124;6171;5137;25347942;ELKOPLAST CZ, s.r.o.;39 - fakturace odpadkových košů na tříděný odpad;22116
20.1.2017;KDF;;V;124;6171;5154;26078201;E.ON Energie, a.s.;Byty - vyúčtování el. energie za 12/2016 - Vratislavovo nám. 12;1348
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné za 1/2017 - Hlinné 46;300
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Drobného 301;62750
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Drobného 540;8600
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Křenkova 732;42430
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Školní 448;700
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Tyršova 730;29900
20.1.2017;KDF;;V;126;3612;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Tyršova 731;28490
20.1.2017;KDF;;V;126;3612;5152;25335057;Novoměstská teplárenská a;Byty - dodávka tepelné energie za 12/2016;19346.36
20.1.2017;KDF;;V;126;3612;5169;63469626;VERTIK, s.r.o.;19 - paušální servis výtahů za I. čtvrtletí 2017 - Tyršova 730;23660
20.1.2017;KDF;;V;147;3639;5152;25335057;Novoměstská teplárenská a;Byty - dodávka tepelné energie za 12/2016;1241.99
20.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha na vodné, stočné za 1/2017 - Vratislavovo nám. 97;1770
20.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodné, stočné, srážky za 1/2017 - Vratislavovo nám. 12;10620
20.1.2017;KDF;;V;299;3613;5151;49455842;VODÁRENSKÁ AKCIOVÁ SPOLEČNOST,;Byty - záloha vodného a stočného na 1/2017 - Školní 448;600
20.1.2017;KDF;;V;299;3613;5152;25335057;Novoměstská teplárenská a;Byty - dodávka tepelné energie za 12/2016;50482.82
20.1.2017;KDF;;V;299;3613;5154;3022641;Novoměstské služby s.r.o.;Byty - vyúčtování nákladů pro serverovnu COMA v Městskýh lázní 3.11.-31.12.2016;1705
20.1.2017;KDF;;V;299;3613;5154;26078201;E.ON Energie, a.s.;Byty - vyúčtování el. energie za 12/2016 - Vratislavovo nám. 12;12132
20.1.2017;KDF;;V;299;3613;5169;3022641;Novoměstské služby s.r.o.;Byty - vyúčtování nákladů pro serverovnu COMA v Městskýh lázní 3.11.-31.12.2016;1416
20.1.2017;KDF;;V;299;3613;5169;4659252;KOTLE CZ s.r.o.;Byty - revize kotle DEFRO - KD Petrovice;1200
20.1.2017;KDF;;V;299;3613;5169;25509187;TS služby s.r.o.;Byty - úklid v nebytových prostorách č.p. 323 12/2016;7962
20.1.2017;KDF;;V;299;3613;5171;12706248;Mucha František;Byty - fakturace vypouštění vody a UT Tyršova (bývalá MŠ);1600
20.1.2017;POK;;V;0;6171;5182;;;;-2692
20.1.2017;POK;;V;0;6409;5909;;;;2085
20.1.2017;POK;;V;124;6171;5173;;;;607
20.1.2017;POK;;P;0;0;1341;;;;1000
20.1.2017;POK;;P;0;6171;2328;;;;-5255
20.1.2017;POK;;P;0;6171;2329;;;;-66360
20.1.2017;POK;;P;0;6409;2328;;;;50000
20.1.2017;POK;;P;10;0;1361;;;;500
20.1.2017;POK;;P;12;0;1361;;;;80
20.1.2017;POK;;P;17;0;1361;;;;600
20.1.2017;POK;;P;21;0;1361;;;;1600
20.1.2017;POK;;P;24;0;1361;;;;60
20.1.2017;POK;;P;124;6171;2324;;;;555
20.1.2017;POK;;P;135;0;1343;;;;400
20.1.2017;POK;;P;141;0;1340;;;;15360
20.1.2017;POK;;P;246;6171;2328;;;;720
20.1.2017;POK;;P;298;3639;2131;;;;50
20.1.2017;POK;;P;360;6171;2119;;;;120
20.1.2017;POK;;P;9124;6171;2111;;;;570
20.1.2017;ROZ;232004;V;160;3299;5169;;;;0
20.1.2017;UCT;;V;0;6409;5909;;;;-2085
20.1.2017;UCT;;V;160;3299;5139;;;;2085
20.1.2017;UCT;;V;200;6310;5163;;;;20
20.1.2017;UCT;;P;0;0;1111;;;;1504970.78
20.1.2017;UCT;;P;0;0;1112;;;;12482.63
20.1.2017;UCT;;P;0;0;1113;;;;78666.89
20.1.2017;UCT;;P;0;0;1121;;;;93791.62
20.1.2017;UCT;;P;0;0;1211;;;;243767.71
20.1.2017;UCT;;P;0;0;1511;;;;2916.11
20.1.2017;UCT;;P;0;6171;2328;;;;10900
20.1.2017;UCT;;P;0;6171;2329;;;;70000
23.1.2017;DDP;;P;0;0;1342;;;;14640
23.1.2017;DDP;;P;0;0;1345;;;;14292
23.1.2017;DDP;;P;124;2299;2212;;;;1500
23.1.2017;DDP;;P;124;6171;2324;;;;500
23.1.2017;DDP;;P;126;3612;2111;;;;412687
23.1.2017;DDP;;P;126;3612;2132;;;;486566
23.1.2017;DDP;;P;141;0;1340;;;;2080
