DOKLAD_DATUM;DOKLAD_AGENDA;DOKLAD_CISLO;PRIJEM_VYDAJ;AKCE;PARAGRAF;POLOZKA;SUBJEKT_IC;SUBJEKT_NAZEV;POZNAMKA;CASTKA
1.1.2017;ROZ;232001;V;100;2310;5329;;;;1049000
1.1.2017;ROZ;232001;V;100;2321;5169;;;;567000
1.1.2017;ROZ;232001;V;100;2321;5171;;;;60000
1.1.2017;ROZ;232001;V;100;2341;5021;;;;15000
1.1.2017;ROZ;232001;V;100;2341;5031;;;;3900
1.1.2017;ROZ;232001;V;100;2341;5032;;;;1400
1.1.2017;ROZ;232001;V;100;2341;5139;;;;30000
1.1.2017;ROZ;232001;V;100;2341;5164;;;;500
1.1.2017;ROZ;232001;V;100;2341;5169;;;;40000
1.1.2017;ROZ;232001;V;100;2341;5171;;;;525000
1.1.2017;ROZ;232001;V;101;3728;5169;;;;40000
1.1.2017;ROZ;232001;V;101;3729;5169;;;;20000
1.1.2017;ROZ;232001;V;106;3113;5331;;;;4145000
1.1.2017;ROZ;232001;V;106;3113;6121;;;;300000
1.1.2017;ROZ;232001;V;107;3113;5171;;;;250000
1.1.2017;ROZ;232001;V;107;3113;5331;;;;4145000
1.1.2017;ROZ;232001;V;107;3113;6121;;;;300000
1.1.2017;ROZ;232001;V;113;3745;5139;;;;8000
1.1.2017;ROZ;232001;V;113;3745;5151;;;;30000
1.1.2017;ROZ;232001;V;113;3745;5154;;;;20000
1.1.2017;ROZ;232001;V;113;3745;5169;;;;25000
1.1.2017;ROZ;232001;V;113;3745;5171;;;;60000
1.1.2017;ROZ;232001;V;115;2219;5169;;;;250000
1.1.2017;ROZ;232001;V;118;4356;5331;;;;2289700
1.1.2017;ROZ;232001;V;119;3319;5021;;;;45000
1.1.2017;ROZ;232001;V;119;3319;5031;;;;11000
1.1.2017;ROZ;232001;V;119;3319;5032;;;;4000
1.1.2017;ROZ;232001;V;119;3319;5137;;;;10000
1.1.2017;ROZ;232001;V;119;3319;5139;;;;48000
1.1.2017;ROZ;232001;V;119;3319;5169;;;;155000
1.1.2017;ROZ;232001;V;119;3319;5171;;;;10000
1.1.2017;ROZ;232001;V;119;3319;5173;;;;80000
1.1.2017;ROZ;232001;V;119;3319;5194;;;;8000
1.1.2017;ROZ;232001;V;119;3319;5493;;;;3000
1.1.2017;ROZ;232001;V;119;3322;5493;;;;80000
1.1.2017;ROZ;232001;V;119;3326;5021;;;;19000
1.1.2017;ROZ;232001;V;119;3326;5139;;;;4000
1.1.2017;ROZ;232001;V;119;3326;5169;;;;22000
1.1.2017;ROZ;232001;V;119;3399;5021;;;;16000
1.1.2017;ROZ;232001;V;119;3399;5139;;;;34000
1.1.2017;ROZ;232001;V;119;3399;5169;;;;28000
1.1.2017;ROZ;232001;V;119;3399;5194;;;;153000
1.1.2017;ROZ;232001;V;119;3399;5492;;;;116000
1.1.2017;ROZ;232001;V;119;3613;5171;;;;70000
1.1.2017;ROZ;232001;V;120;3392;5331;;;;10630800
1.1.2017;ROZ;232001;V;121;3722;5169;;;;440000
1.1.2017;ROZ;232001;V;121;3745;5139;;;;20000
1.1.2017;ROZ;232001;V;121;3745;5171;;;;40000
1.1.2017;ROZ;232001;V;122;3613;5151;;;;70000
1.1.2017;ROZ;232001;V;122;3613;5152;;;;220000
1.1.2017;ROZ;232001;V;122;3613;5153;;;;48000
1.1.2017;ROZ;232001;V;122;3613;5154;;;;280000
1.1.2017;ROZ;232001;V;122;3613;5169;;;;28000
1.1.2017;ROZ;232001;V;122;3613;5171;;;;288000
1.1.2017;ROZ;232001;V;122;5512;5019;;;;52000
1.1.2017;ROZ;232001;V;122;5512;5021;;;;620000
1.1.2017;ROZ;232001;V;122;5512;5031;;;;155000
1.1.2017;ROZ;232001;V;122;5512;5032;;;;55800
1.1.2017;ROZ;232001;V;122;5512;5039;;;;16500
1.1.2017;ROZ;232001;V;122;5512;5132;;;;86700
1.1.2017;ROZ;232001;V;122;5512;5134;;;;73700
1.1.2017;ROZ;232001;V;122;5512;5137;;;;157200
1.1.2017;ROZ;232001;V;122;5512;5139;;;;86500
1.1.2017;ROZ;232001;V;122;5512;5156;;;;187700
1.1.2017;ROZ;232001;V;122;5512;5162;;;;25000
1.1.2017;ROZ;232001;V;122;5512;5163;;;;173000
1.1.2017;ROZ;232001;V;122;5512;5167;;;;10000
1.1.2017;ROZ;232001;V;122;5512;5169;;;;182600
1.1.2017;ROZ;232001;V;122;5512;5171;;;;129500
1.1.2017;ROZ;232001;V;122;5512;5222;;;;70400
1.1.2017;ROZ;232001;V;123;5311;5011;;;;2520000
1.1.2017;ROZ;232001;V;123;5311;5021;;;;50000
1.1.2017;ROZ;232001;V;123;5311;5031;;;;618000
1.1.2017;ROZ;232001;V;123;5311;5032;;;;226800
1.1.2017;ROZ;232001;V;123;5311;5132;;;;1800
1.1.2017;ROZ;232001;V;123;5311;5134;;;;40000
1.1.2017;ROZ;232001;V;123;5311;5136;;;;1000
1.1.2017;ROZ;232001;V;123;5311;5137;;;;15000
1.1.2017;ROZ;232001;V;123;5311;5139;;;;6000
1.1.2017;ROZ;232001;V;123;5311;5151;;;;6000
1.1.2017;ROZ;232001;V;123;5311;5152;;;;28000
1.1.2017;ROZ;232001;V;123;5311;5154;;;;16000
1.1.2017;ROZ;232001;V;123;5311;5156;;;;60000
1.1.2017;ROZ;232001;V;123;5311;5162;;;;22000
1.1.2017;ROZ;232001;V;123;5311;5163;;;;10000
1.1.2017;ROZ;232001;V;123;5311;5164;;;;22000
1.1.2017;ROZ;232001;V;123;5311;5167;;;;5000
1.1.2017;ROZ;232001;V;123;5311;5169;;;;13000
1.1.2017;ROZ;232001;V;123;5311;5171;;;;20000
1.1.2017;ROZ;232001;V;123;5311;5173;;;;5000
1.1.2017;ROZ;232001;V;123;5311;5361;;;;2000
1.1.2017;ROZ;232001;V;123;5311;5362;;;;6500
1.1.2017;ROZ;232001;V;124;6112;5021;;;;68000
1.1.2017;ROZ;232001;V;124;6112;5023;;;;1598100
1.1.2017;ROZ;232001;V;124;6112;5031;;;;416500
1.1.2017;ROZ;232001;V;124;6112;5032;;;;150000
1.1.2017;ROZ;232001;V;124;6112;5167;;;;3000
1.1.2017;ROZ;232001;V;124;6112;5173;;;;20000
1.1.2017;ROZ;232001;V;124;6112;5176;;;;8000
1.1.2017;ROZ;232001;V;124;6112;5424;;;;10000
1.1.2017;ROZ;232001;V;124;6171;5011;;;;22230000
1.1.2017;ROZ;232001;V;124;6171;5021;;;;75000
1.1.2017;ROZ;232001;V;124;6171;5031;;;;5576300
1.1.2017;ROZ;232001;V;124;6171;5032;;;;2007500
1.1.2017;ROZ;232001;V;124;6171;5038;;;;112000
1.1.2017;ROZ;232001;V;124;6171;5132;;;;30000
1.1.2017;ROZ;232001;V;124;6171;5133;;;;1000
1.1.2017;ROZ;232001;V;124;6171;5136;;;;32000
1.1.2017;ROZ;232001;V;124;6171;5137;;;;195000
1.1.2017;ROZ;232001;V;124;6171;5139;;;;335000
1.1.2017;ROZ;232001;V;124;6171;5151;;;;85000
1.1.2017;ROZ;232001;V;124;6171;5153;;;;310000
1.1.2017;ROZ;232001;V;124;6171;5154;;;;770000
1.1.2017;ROZ;232001;V;124;6171;5156;;;;130000
1.1.2017;ROZ;232001;V;124;6171;5161;;;;535000
1.1.2017;ROZ;232001;V;124;6171;5163;;;;55000
1.1.2017;ROZ;232001;V;124;6171;5166;;;;85000
1.1.2017;ROZ;232001;V;124;6171;5167;;;;365000
1.1.2017;ROZ;232001;V;124;6171;5169;;;;2200000
1.1.2017;ROZ;232001;V;124;6171;5171;;;;450000
1.1.2017;ROZ;232001;V;124;6171;5173;;;;120000
1.1.2017;ROZ;232001;V;124;6171;5175;;;;190000
1.1.2017;ROZ;232001;V;124;6171;5176;;;;10000
1.1.2017;ROZ;232001;V;124;6171;5192;;;;50000
1.1.2017;ROZ;232001;V;124;6171;5194;;;;370000
1.1.2017;ROZ;232001;V;124;6171;5195;;;;130000
1.1.2017;ROZ;232001;V;124;6171;5361;;;;20000
1.1.2017;ROZ;232001;V;124;6171;5362;;;;40000
1.1.2017;ROZ;232001;V;124;6171;5424;;;;145000
1.1.2017;ROZ;232001;V;125;3745;5137;;;;40000
1.1.2017;ROZ;232001;V;125;3745;5139;;;;17000
1.1.2017;ROZ;232001;V;125;3745;5171;;;;33000
1.1.2017;ROZ;232001;V;126;3612;5139;;;;90000
1.1.2017;ROZ;232001;V;126;3612;5141;;;;10000
1.1.2017;ROZ;232001;V;126;3612;5151;;;;1960000
1.1.2017;ROZ;232001;V;126;3612;5152;;;;3600000
1.1.2017;ROZ;232001;V;126;3612;5153;;;;25000
1.1.2017;ROZ;232001;V;126;3612;5154;;;;403000
1.1.2017;ROZ;232001;V;126;3612;5161;;;;30300
1.1.2017;ROZ;232001;V;126;3612;5169;;;;4631000
1.1.2017;ROZ;232001;V;126;3612;5171;;;;2330000
1.1.2017;ROZ;232001;V;126;3612;5362;;;;20000
1.1.2017;ROZ;232001;V;127;3635;5169;;;;6000
1.1.2017;ROZ;232001;V;127;3639;5169;;;;920000
1.1.2017;ROZ;232001;V;128;3349;5139;;;;10000
1.1.2017;ROZ;232001;V;128;3349;5169;;;;24000
1.1.2017;ROZ;232001;V;128;3349;5171;;;;75000
1.1.2017;ROZ;232001;V;130;2141;5137;;;;23000
1.1.2017;ROZ;232001;V;130;2141;5139;;;;5000
1.1.2017;ROZ;232001;V;130;2141;5154;;;;15000
1.1.2017;ROZ;232001;V;130;2141;5169;;;;30000
1.1.2017;ROZ;232001;V;130;2141;5171;;;;10000
1.1.2017;ROZ;232001;V;131;6171;5499;;;;689800
1.1.2017;ROZ;232001;V;133;3639;5137;;;;250000
1.1.2017;ROZ;232001;V;133;3639;5169;;;;33000
1.1.2017;ROZ;232001;V;133;3639;5362;;;;50000
1.1.2017;ROZ;232001;V;134;3612;5137;;;;25000
1.1.2017;ROZ;232001;V;134;3612;5139;;;;50000
1.1.2017;ROZ;232001;V;134;3612;5171;;;;371000
1.1.2017;ROZ;232001;V;134;4351;5331;;;;6256500
1.1.2017;ROZ;232001;V;134;4351;6351;;;;350000
1.1.2017;ROZ;232001;V;135;2212;5139;;;;135000
1.1.2017;ROZ;232001;V;135;2212;5169;;;;225000
1.1.2017;ROZ;232001;V;135;2212;5171;;;;7811000
1.1.2017;ROZ;232001;V;135;2219;5021;;;;19500
1.1.2017;ROZ;232001;V;135;2219;5031;;;;5000
1.1.2017;ROZ;232001;V;135;2219;5032;;;;3500
1.1.2017;ROZ;232001;V;135;2219;5139;;;;68000
1.1.2017;ROZ;232001;V;135;2219;5169;;;;55000
1.1.2017;ROZ;232001;V;135;2219;5171;;;;678000
1.1.2017;ROZ;232001;V;135;2221;5021;;;;31000
1.1.2017;ROZ;232001;V;135;2221;5031;;;;8000
1.1.2017;ROZ;232001;V;135;2221;5032;;;;6200
1.1.2017;ROZ;232001;V;135;2221;5139;;;;8000
1.1.2017;ROZ;232001;V;135;2221;5169;;;;37000
1.1.2017;ROZ;232001;V;135;2221;5171;;;;84000
1.1.2017;ROZ;232001;V;135;2221;5193;;;;450000
1.1.2017;ROZ;232001;V;135;2223;5139;;;;85000
1.1.2017;ROZ;232001;V;135;2229;5139;;;;10000
1.1.2017;ROZ;232001;V;135;2229;5169;;;;242000
1.1.2017;ROZ;232001;V;135;2229;5171;;;;63000
1.1.2017;ROZ;232001;V;136;3631;5137;;;;57000
1.1.2017;ROZ;232001;V;136;3631;5139;;;;46000
1.1.2017;ROZ;232001;V;136;3631;5154;;;;1423000
1.1.2017;ROZ;232001;V;136;3631;5169;;;;117000
1.1.2017;ROZ;232001;V;136;3631;5171;;;;602000
1.1.2017;ROZ;232001;V;137;3632;5137;;;;20000
1.1.2017;ROZ;232001;V;137;3632;5139;;;;35000
1.1.2017;ROZ;232001;V;137;3632;5151;;;;20000
1.1.2017;ROZ;232001;V;137;3632;5154;;;;20000
1.1.2017;ROZ;232001;V;137;3632;5169;;;;335000
1.1.2017;ROZ;232001;V;137;3632;5171;;;;200000
1.1.2017;ROZ;232001;V;137;3632;5192;;;;100000
1.1.2017;ROZ;232001;V;137;3722;5169;;;;150000
1.1.2017;ROZ;232001;V;138;3639;5132;;;;5000
1.1.2017;ROZ;232001;V;138;3639;5134;;;;10000
1.1.2017;ROZ;232001;V;138;3639;5137;;;;4000
1.1.2017;ROZ;232001;V;138;3639;5139;;;;6000
1.1.2017;ROZ;232001;V;140;2212;5139;;;;325000
1.1.2017;ROZ;232001;V;140;2212;5169;;;;1719000
1.1.2017;ROZ;232001;V;140;2219;5021;;;;22000
1.1.2017;ROZ;232001;V;140;2219;5031;;;;5000
1.1.2017;ROZ;232001;V;140;2219;5032;;;;3000
1.1.2017;ROZ;232001;V;140;2219;5139;;;;411000
1.1.2017;ROZ;232001;V;140;2219;5169;;;;1300000
1.1.2017;ROZ;232001;V;140;2229;5169;;;;20000
1.1.2017;ROZ;232001;V;141;3722;5137;;;;50000
1.1.2017;ROZ;232001;V;141;3722;5139;;;;50000
1.1.2017;ROZ;232001;V;141;3722;5169;;;;8150000
1.1.2017;ROZ;232001;V;141;3726;5139;;;;50000
1.1.2017;ROZ;232001;V;144;1032;5169;;;;45000
1.1.2017;ROZ;232001;V;144;1036;5169;;;;1625000
1.1.2017;ROZ;232001;V;144;1037;5169;;;;200000
1.1.2017;ROZ;232001;V;145;2119;5169;;;;7599500
1.1.2017;ROZ;232001;V;146;3421;5021;;;;27000
1.1.2017;ROZ;232001;V;146;3421;5137;;;;325000
1.1.2017;ROZ;232001;V;146;3421;5139;;;;121000
1.1.2017;ROZ;232001;V;146;3421;5151;;;;7000
1.1.2017;ROZ;232001;V;146;3421;5154;;;;5000
1.1.2017;ROZ;232001;V;146;3421;5156;;;;12000
1.1.2017;ROZ;232001;V;146;3421;5169;;;;446000
1.1.2017;ROZ;232001;V;146;3421;5171;;;;230000
1.1.2017;ROZ;232001;V;147;3639;5132;;;;2000
1.1.2017;ROZ;232001;V;147;3639;5134;;;;5000
1.1.2017;ROZ;232001;V;147;3639;5139;;;;15000
1.1.2017;ROZ;232001;V;147;3639;5151;;;;30000
1.1.2017;ROZ;232001;V;147;3639;5152;;;;15000
1.1.2017;ROZ;232001;V;147;3639;5153;;;;18000
1.1.2017;ROZ;232001;V;147;3639;5154;;;;52000
1.1.2017;ROZ;232001;V;147;3639;5164;;;;800
1.1.2017;ROZ;232001;V;147;3639;5169;;;;46000
1.1.2017;ROZ;232001;V;147;3639;5171;;;;15000
1.1.2017;ROZ;232001;V;149;3421;6121;;;;7750000
1.1.2017;ROZ;232001;V;151;3421;5331;;;;845000
1.1.2017;ROZ;232001;V;152;5212;5139;;;;463000
1.1.2017;ROZ;232001;V;157;3900;5229;;;;50000
1.1.2017;ROZ;232001;V;158;2219;5021;;;;20000
1.1.2017;ROZ;232001;V;158;2219;5169;;;;248000
1.1.2017;ROZ;232001;V;159;2219;6121;;;;4600000
1.1.2017;ROZ;232001;V;160;3299;5021;;;;643000
1.1.2017;ROZ;232001;V;160;3299;5136;;;;30000
1.1.2017;ROZ;232001;V;160;3299;5139;;;;157000
1.1.2017;ROZ;232001;V;160;3299;5169;;;;30000
1.1.2017;ROZ;232001;V;160;3299;5175;;;;40000
1.1.2017;ROZ;232001;V;161;6171;5169;;;;100000
1.1.2017;ROZ;232001;V;164;3613;5021;;;;67200
1.1.2017;ROZ;232001;V;164;3613;5031;;;;16800
1.1.2017;ROZ;232001;V;164;3613;5032;;;;6000
1.1.2017;ROZ;232001;V;165;4339;5169;;;;192000
1.1.2017;ROZ;232001;V;168;2223;5021;;;;34000
1.1.2017;ROZ;232001;V;168;2223;5171;;;;6000
1.1.2017;ROZ;232001;V;171;3111;5331;;;;4683300
1.1.2017;ROZ;232001;V;171;3111;6121;;;;650000
1.1.2017;ROZ;232001;V;171;3113;5171;;;;100000
1.1.2017;ROZ;232001;V;173;4341;5492;;;;10000
1.1.2017;ROZ;232001;V;173;4343;5492;;;;40000
1.1.2017;ROZ;232001;V;176;1014;5169;;;;80000
1.1.2017;ROZ;232001;V;177;6399;5229;;;;3600000
1.1.2017;ROZ;232001;V;181;3412;5213;;;;4950000
1.1.2017;ROZ;232001;V;183;2221;6121;;;;43000
1.1.2017;ROZ;232001;V;194;1014;5169;;;;30000
1.1.2017;ROZ;232001;V;194;3733;5169;;;;10000
1.1.2017;ROZ;232001;V;194;3742;5169;;;;5000
1.1.2017;ROZ;232001;V;200;3639;5329;;;;125000
1.1.2017;ROZ;232001;V;200;6223;5511;;;;5000
1.1.2017;ROZ;232001;V;200;6310;5163;;;;65000
1.1.2017;ROZ;232001;V;200;6320;5163;;;;270000
1.1.2017;ROZ;232001;V;200;6399;5171;;;;220000
1.1.2017;ROZ;232001;V;200;6399;5362;;;;1500000
1.1.2017;ROZ;232001;V;200;6399;5365;;;;10000000
1.1.2017;ROZ;232001;V;200;6399;5901;;;;4500000
1.1.2017;ROZ;232001;V;200;6409;5179;;;;166000
1.1.2017;ROZ;232001;V;200;6409;5229;;;;137000
1.1.2017;ROZ;232001;V;207;2212;6121;;;;500000
1.1.2017;ROZ;232001;V;208;6171;5042;;;;425000
1.1.2017;ROZ;232001;V;208;6171;5137;;;;30000
1.1.2017;ROZ;232001;V;208;6171;5139;;;;80000
1.1.2017;ROZ;232001;V;208;6171;5162;;;;1100000
1.1.2017;ROZ;232001;V;208;6171;5168;;;;1450000
1.1.2017;ROZ;232001;V;208;6171;5169;;;;150000
1.1.2017;ROZ;232001;V;208;6171;5171;;;;50000
1.1.2017;ROZ;232001;V;208;6171;5172;;;;20000
1.1.2017;ROZ;232001;V;209;3412;6121;;;;200000
1.1.2017;ROZ;232001;V;213;6171;5169;;;;55000
1.1.2017;ROZ;232001;V;214;2143;5139;;;;30000
1.1.2017;ROZ;232001;V;214;2143;5169;;;;10000
1.1.2017;ROZ;232001;V;214;2143;5171;;;;10000
1.1.2017;ROZ;232001;V;216;2212;5021;;;;27100
1.1.2017;ROZ;232001;V;216;2212;5031;;;;6800
1.1.2017;ROZ;232001;V;216;2212;5032;;;;3600
1.1.2017;ROZ;232001;V;216;2212;5139;;;;5500
1.1.2017;ROZ;232001;V;216;2212;5156;;;;18500
1.1.2017;ROZ;232001;V;216;2212;5169;;;;890000
1.1.2017;ROZ;232001;V;216;2219;5021;;;;11000
1.1.2017;ROZ;232001;V;216;2219;5031;;;;2600
1.1.2017;ROZ;232001;V;216;2219;5032;;;;1600
1.1.2017;ROZ;232001;V;216;2219;5169;;;;308000
1.1.2017;ROZ;232001;V;217;3421;6122;;;;100000
1.1.2017;ROZ;232001;V;219;3612;5154;;;;5000
1.1.2017;ROZ;232001;V;219;3612;5169;;;;80000
1.1.2017;ROZ;232001;V;219;3612;5171;;;;20000
1.1.2017;ROZ;232001;V;219;3612;5189;;;;730000
1.1.2017;ROZ;232001;V;219;3612;5199;;;;370000
1.1.2017;ROZ;232001;V;222;6171;5011;;;;1025300
1.1.2017;ROZ;232001;V;222;6171;5031;;;;262800
1.1.2017;ROZ;232001;V;222;6171;5032;;;;92300
1.1.2017;ROZ;232001;V;222;6171;5424;;;;20000
1.1.2017;ROZ;232001;V;223;3429;5151;;;;5000
1.1.2017;ROZ;232001;V;223;3429;5154;;;;20000
1.1.2017;ROZ;232001;V;223;3429;5169;;;;30000
1.1.2017;ROZ;232001;V;223;3429;5171;;;;12000
1.1.2017;ROZ;232001;V;227;3412;6121;;;;602000
1.1.2017;ROZ;232001;V;230;3745;5021;;;;93000
1.1.2017;ROZ;232001;V;230;3745;5139;;;;30000
1.1.2017;ROZ;232001;V;230;3745;5156;;;;26000
1.1.2017;ROZ;232001;V;230;3745;5169;;;;2462300
1.1.2017;ROZ;232001;V;231;3745;5139;;;;73000
1.1.2017;ROZ;232001;V;231;3745;5169;;;;806000
1.1.2017;ROZ;232001;V;232;3745;5139;;;;75000
1.1.2017;ROZ;232001;V;232;3745;5169;;;;772000
1.1.2017;ROZ;232001;V;232;3745;5361;;;;5000
1.1.2017;ROZ;232001;V;233;3412;5141;;;;350000
1.1.2017;ROZ;232001;V;233;3412;6121;;;;400000
1.1.2017;ROZ;232001;V;241;2212;6121;;;;1500000
1.1.2017;ROZ;232001;V;245;4349;5136;;;;5000
1.1.2017;ROZ;232001;V;245;4349;5139;;;;5000
1.1.2017;ROZ;232001;V;246;2221;5193;;;;950000
1.1.2017;ROZ;232001;V;247;2212;6121;;;;290000
1.1.2017;ROZ;232001;V;249;3633;6121;;;;80000
1.1.2017;ROZ;232001;V;261;5512;6123;;;;150000
1.1.2017;ROZ;232001;V;263;2219;6121;;;;130000
1.1.2017;ROZ;232001;V;264;2321;6349;;;;50000
1.1.2017;ROZ;232001;V;265;2321;6349;;;;4340000
1.1.2017;ROZ;232001;V;266;2321;6349;;;;2400000
1.1.2017;ROZ;232001;V;267;3639;6121;;;;1600000
1.1.2017;ROZ;232001;V;269;2219;6121;;;;50000
1.1.2017;ROZ;232001;V;270;2219;6121;;;;60000
1.1.2017;ROZ;232001;V;271;2219;6121;;;;50000
1.1.2017;ROZ;232001;V;274;3113;6121;;;;1400000
1.1.2017;ROZ;232001;V;275;5512;6123;;;;150000
1.1.2017;ROZ;232001;V;276;5512;6123;;;;250000
1.1.2017;ROZ;232001;V;278;5512;6123;;;;220000
1.1.2017;ROZ;232001;V;282;2321;6349;;;;10200000
1.1.2017;ROZ;232001;V;287;2212;6121;;;;300000
1.1.2017;ROZ;232001;V;291;2143;5136;;;;50000
1.1.2017;ROZ;232001;V;291;2143;5139;;;;10000
1.1.2017;ROZ;232001;V;291;2143;5169;;;;130000
1.1.2017;ROZ;232001;V;291;2143;5175;;;;10000
1.1.2017;ROZ;232001;V;294;2310;6349;;;;60000
1.1.2017;ROZ;232001;V;299;3613;5011;;;;150000
1.1.2017;ROZ;232001;V;299;3613;5021;;;;22000
1.1.2017;ROZ;232001;V;299;3613;5031;;;;37500
1.1.2017;ROZ;232001;V;299;3613;5032;;;;13500
1.1.2017;ROZ;232001;V;299;3613;5137;;;;40000
1.1.2017;ROZ;232001;V;299;3613;5139;;;;15000
1.1.2017;ROZ;232001;V;299;3613;5151;;;;277000
1.1.2017;ROZ;232001;V;299;3613;5152;;;;390000
1.1.2017;ROZ;232001;V;299;3613;5153;;;;817000
1.1.2017;ROZ;232001;V;299;3613;5154;;;;760000
1.1.2017;ROZ;232001;V;299;3613;5155;;;;60000
1.1.2017;ROZ;232001;V;299;3613;5161;;;;5000
1.1.2017;ROZ;232001;V;299;3613;5169;;;;328000
1.1.2017;ROZ;232001;V;299;3613;5171;;;;1490000
1.1.2017;ROZ;232001;V;299;3613;5424;;;;3500
1.1.2017;ROZ;232001;V;301;3639;6121;;;;200000
1.1.2017;ROZ;232001;V;305;2212;6121;;;;40000
1.1.2017;ROZ;232001;V;307;2212;6121;;;;100000
1.1.2017;ROZ;232001;V;308;2219;6121;;;;2000000
1.1.2017;ROZ;232001;V;311;3745;6121;;;;250000
1.1.2017;ROZ;232001;V;313;3613;6121;;;;250000
1.1.2017;ROZ;232001;V;319;3639;6130;;;;1600000
1.1.2017;ROZ;232001;V;321;2219;6121;;;;500000
1.1.2017;ROZ;232001;V;322;5311;5171;;;;20000
1.1.2017;ROZ;232001;V;325;2321;6121;;;;40000
1.1.2017;ROZ;232001;V;326;2310;6349;;;;273000
1.1.2017;ROZ;232001;V;331;3326;6121;;;;50000
1.1.2017;ROZ;232001;V;332;3326;6121;;;;240000
1.1.2017;ROZ;232001;V;336;3326;6121;;;;65000
1.1.2017;ROZ;232001;V;338;2219;6121;;;;90000
1.1.2017;ROZ;232001;V;344;2219;6121;;;;5212000
1.1.2017;ROZ;232001;V;348;2219;6121;;;;100000
1.1.2017;ROZ;232001;V;360;6409;5192;;;;70000
1.1.2017;ROZ;232001;V;363;3635;6119;;;;259000
1.1.2017;ROZ;232001;V;368;2212;6121;;;;117000
1.1.2017;ROZ;232001;V;371;2212;6121;;;;95000
1.1.2017;ROZ;232001;V;380;2321;6349;;;;1720000
1.1.2017;ROZ;232001;V;386;3299;5021;;;;20000
1.1.2017;ROZ;232001;V;386;3299;5139;;;;40000
1.1.2017;ROZ;232001;V;386;3299;5169;;;;50000
1.1.2017;ROZ;232001;V;386;3299;5175;;;;20000
1.1.2017;ROZ;232001;V;387;2219;6121;;;;95000
1.1.2017;ROZ;232001;V;391;2219;6121;;;;147000
1.1.2017;ROZ;232001;V;392;3612;6121;;;;23938000
1.1.2017;ROZ;232001;V;394;3322;6121;;;;250000
1.1.2017;ROZ;232001;V;395;3421;6121;;;;500000
1.1.2017;ROZ;232001;P;0;0;1111;;;;24500000
1.1.2017;ROZ;232001;P;0;0;1112;;;;700000
1.1.2017;ROZ;232001;P;0;0;1113;;;;2450000
1.1.2017;ROZ;232001;P;0;0;1121;;;;25000000
1.1.2017;ROZ;232001;P;0;0;1122;;;;10000000
1.1.2017;ROZ;232001;P;0;0;1211;;;;51000000
1.1.2017;ROZ;232001;P;0;0;1334;;;;20000
1.1.2017;ROZ;232001;P;0;0;1341;;;;240100
1.1.2017;ROZ;232001;P;0;0;1342;;;;123900
1.1.2017;ROZ;232001;P;0;0;1345;;;;145100
1.1.2017;ROZ;232001;P;0;0;1351;;;;500000
1.1.2017;ROZ;232001;P;0;0;1353;;;;130000
1.1.2017;ROZ;232001;P;0;0;1355;;;;500000
1.1.2017;ROZ;232001;P;0;0;1511;;;;4800000
1.1.2017;ROZ;232001;P;10;0;1361;;;;1200000
1.1.2017;ROZ;232001;P;11;0;1361;;;;20000
1.1.2017;ROZ;232001;P;12;0;1361;;;;60000
1.1.2017;ROZ;232001;P;15;0;1361;;;;150000
1.1.2017;ROZ;232001;P;16;0;1361;;;;25000
1.1.2017;ROZ;232001;P;17;0;1361;;;;350000
1.1.2017;ROZ;232001;P;18;0;1361;;;;10000
1.1.2017;ROZ;232001;P;20;0;1361;;;;10000
1.1.2017;ROZ;232001;P;21;0;1361;;;;1350000
1.1.2017;ROZ;232001;P;24;0;1361;;;;85000
1.1.2017;ROZ;232001;P;31;0;1361;;;;20000
1.1.2017;ROZ;232001;P;32;0;1361;;;;35000
1.1.2017;ROZ;232001;P;33;0;1361;;;;5000
1.1.2017;ROZ;232001;P;100;2341;2139;;;;90000
1.1.2017;ROZ;232001;P;106;3113;2122;;;;24000
1.1.2017;ROZ;232001;P;107;0;4122;;;;120000
1.1.2017;ROZ;232001;P;107;3113;2122;;;;986000
1.1.2017;ROZ;232001;P;116;3231;2122;;;;143000
1.1.2017;ROZ;232001;P;118;4356;2122;;;;277300
1.1.2017;ROZ;232001;P;120;3392;2122;;;;982000
1.1.2017;ROZ;232001;P;122;5512;2111;;;;20000
1.1.2017;ROZ;232001;P;123;5311;2212;;;;180000
1.1.2017;ROZ;232001;P;123;6171;2212;;;;20000
1.1.2017;ROZ;232001;P;124;0;4112;;;;16246800
1.1.2017;ROZ;232001;P;124;2169;2212;;;;20000
1.1.2017;ROZ;232001;P;124;2299;2212;;;;170000
1.1.2017;ROZ;232001;P;124;3769;2212;;;;20000
1.1.2017;ROZ;232001;P;124;6171;2212;;;;255000
1.1.2017;ROZ;232001;P;124;6171;2324;;;;700000
1.1.2017;ROZ;232001;P;124;6171;3111;;;;200000
1.1.2017;ROZ;232001;P;124;6171;3113;;;;200000
1.1.2017;ROZ;232001;P;126;3612;2111;;;;6748300
1.1.2017;ROZ;232001;P;126;3612;2132;;;;9736300
1.1.2017;ROZ;232001;P;126;3612;3112;;;;1000000
1.1.2017;ROZ;232001;P;130;0;1343;;;;100000
1.1.2017;ROZ;232001;P;133;3639;2133;;;;33000
1.1.2017;ROZ;232001;P;134;3612;2132;;;;1377200
1.1.2017;ROZ;232001;P;134;4351;2122;;;;77200
